الترتيب,الرمز,الاسم,القطاع,السعر,التغير_20يوم_%,RSI14,الدرجة,التصنيف,تجميع_ذكي,سيولة_ذكية,تشبع_بيع_وارتداد,اختراق_فني,بنية_الاتجاه,عقوبة_تصريف,أسباب_الاختيار
118,4322,رتال,إدارة وتطوير العقارات,9.68,3.2,39.8,14.7,⚠️ تصريف/توزيع,15.0,0.0,0.8,5.0,0.0,6.2,📈 مؤشر OBV في صعود مستمر خلال 20 جلسة مع تماسك سعري هادئ (تجميع بصمت) | ⚠️ هيمنة حجم أيام النزول على الصعود (نسبة 0.5x) - ضغط بيعي
119,4193,نايس ون,تجزئة السلع الكمالية,12.05,6.1,48.1,14.7,⚠️ تصريف/توزيع,5.7,12.0,0.0,5.0,0.0,8.1,📈 مؤشر OBV في صعود مستمر خلال 20 جلسة | 💧 حجم أيام الصعود أعلى من النزول بنسبة 2.2x خلال 10 جلسات | ⚠️ تحذير تصريف: تدفق نقدي سلبي (CMF≈-0.10) رغم ارتفاع السعر مؤخراً
120,4004,دله الصحية,الرعاية الصحية,82.6,-1.5,41.9,14.7,👀 متابعة,0.6,3.6,5.5,5.0,0.0,0.0,🕯️ شمعة انعكاسية صعودية (ذيل سفلي طويل + إغلاق قوي) خلال آخر 3 جلسات
121,1830,لجام للرياضة,الخدمات الاستهلاكية,80.0,0.3,54.0,14.3,👀 متابعة,0.4,8.9,0.0,0.0,5.0,0.0,🔊 تسارع نشاط التداول: متوسط 5 أيام أعلى من متوسط 20 يوماً بـ1.4x | 📐 السعر أعلى من المتوسط المتحرك 50 يوم
122,4191,أبو معطي,تجزئة السلع الكمالية,40.6,3.0,43.6,13.7,👀 متابعة,0.7,7.7,0.2,5.0,0.0,0.0,🔊 تسارع نشاط التداول: متوسط 5 أيام أعلى من متوسط 20 يوماً بـ1.4x
123,6020,جاكو,إنتاج الأغذية,12.31,2.6,46.9,13.5,👀 متابعة,1.5,12.0,0.0,0.0,0.0,0.0,💧 حجم أيام الصعود أعلى من النزول بنسبة 1.9x خلال 10 جلسات
124,1831,مهارة,الخدمات التجارية والمهنية,4.53,-5.6,27.3,12.7,👀 متابعة,1.9,3.0,2.8,5.0,0.0,0.0,⏳ تشبع بيع واضح: RSI عند 27 (بانتظار تأكيد الارتداد)
125,4321,سينومي سنترز,إدارة وتطوير العقارات,16.18,1.7,48.1,12.6,👀 متابعة,1.7,5.8,0.0,5.0,0.0,0.0,لا توجد إشارات
126,2320,البابطين,السلع الرأسمالية,61.5,1.3,56.8,12.3,⚠️ تصريف/توزيع,5.9,11.4,0.0,5.0,5.0,15.0,📈 مؤشر OBV في صعود مستمر خلال 20 جلسة مع تماسك سعري هادئ (تجميع بصمت) | 💧 حجم أيام الصعود أعلى من النزول بنسبة 1.7x خلال 10 جلسات | 📐 السعر أعلى من المتوسط المتحرك 50 يوم | ⚠️ تحذير تصريف: تدفق نقدي سلبي (CMF≈-0.22) رغم ارتفاع السعر مؤخراً
127,4071,العربية,الإعلام والترفيه,60.4,-14.3,21.2,12.2,👀 متابعة,0.0,3.7,8.8,5.0,0.0,5.3,🔊 تسارع نشاط التداول: متوسط 5 أيام أعلى من متوسط 20 يوماً بـ1.3x | ⏳ تشبع بيع واضح: RSI عند 21 (بانتظار تأكيد الارتداد) | 🕯️ شمعة انعكاسية صعودية (ذيل سفلي طويل + إغلاق قوي) خلال آخر 3 جلسات | ⚠️ هيمنة حجم أيام النزول على الصعود (نسبة 0.5x) - ضغط بيعي
128,4014,دار المعدات,الرعاية الصحية,27.88,0.5,44.8,11.9,👀 متابعة,5.2,1.6,0.0,5.0,0.0,0.0,📈 مؤشر OBV في صعود مستمر خلال 20 جلسة مع تماسك سعري هادئ (تجميع بصمت)
129,3080,أسمنت الشرقية,المواد الأساسية,25.18,0.0,47.0,11.8,👀 متابعة,0.0,6.8,0.0,5.0,0.0,0.0,💧 حجم أيام الصعود أعلى من النزول بنسبة 1.3x خلال 10 جلسات
130,4143,تالكو,السلع الرأسمالية,34.38,-0.7,48.0,11.6,👀 متابعة,0.3,1.3,5.0,0.0,5.0,0.0,🕯️ شمعة انعكاسية صعودية (ذيل سفلي طويل + إغلاق قوي) خلال آخر 3 جلسات | 📐 السعر أعلى من المتوسط المتحرك 50 يوم
131,4192,السيف غاليري,تجزئة السلع الكمالية,6.44,-2.1,32.9,11.0,⚠️ تصريف/توزيع,13.5,0.6,6.9,0.0,0.0,10.0,📦 تدفق نقدي إيجابي مستمر (CMF≈+0.17) يدل على تجميع | 🕯️ شمعة انعكاسية صعودية (ذيل سفلي طويل + إغلاق قوي) خلال آخر 3 جلسات | ⚠️ هيمنة حجم أيام النزول على الصعود (نسبة 0.1x) - ضغط بيعي
132,1182,أملاك,الخدمات المالية,8.84,-0.2,52.5,10.2,👀 متابعة,3.4,1.8,0.0,0.0,5.0,0.0,📐 السعر أعلى من المتوسط المتحرك 50 يوم
133,1820,بان,الخدمات الاستهلاكية,2.02,0.0,44.2,9.9,👀 متابعة,3.2,6.6,0.1,0.0,0.0,0.0,🔊 تسارع نشاط التداول: متوسط 5 أيام أعلى من متوسط 20 يوماً بـ1.3x
134,2220,معدنية,المواد الأساسية,12.16,2.4,49.1,9.8,⚠️ تصريف/توزيع,9.8,0.0,0.0,0.0,10.0,10.0,📐 ترتيب صاعد للمتوسطات: السعر > متوسط 50 > متوسط 100 يوم | ⚠️ هيمنة حجم أيام النزول على الصعود (نسبة 0.2x) - ضغط بيعي
135,6016,برغرايززر,الخدمات الاستهلاكية,7.2,-3.9,39.7,9.7,👀 متابعة,0.5,3.3,5.9,0.0,0.0,0.0,🕯️ شمعة انعكاسية صعودية (ذيل سفلي طويل + إغلاق قوي) خلال آخر 3 جلسات
136,2001,كيمانول,المواد الأساسية,29.64,0.5,43.6,9.5,👀 متابعة,6.4,2.5,0.5,0.0,0.0,0.0,📈 مؤشر OBV في صعود مستمر خلال 20 جلسة مع تماسك سعري هادئ (تجميع بصمت)
137,3030,أسمنت السعودية,المواد الأساسية,28.4,0.8,43.1,9.4,👀 متابعة,1.1,1.4,5.3,5.0,0.0,3.4,🕯️ شمعة انعكاسية صعودية (ذيل سفلي طويل + إغلاق قوي) خلال آخر 3 جلسات | ⚠️ هيمنة حجم أيام النزول على الصعود (نسبة 0.6x) - ضغط بيعي
138,4142,كابلات الرياض,السلع الرأسمالية,108.2,1.1,53.8,9.0,👀 متابعة,1.4,2.1,0.0,10.0,0.0,4.6,📊 تقاطع MACD صعودي حديث (زخم إيجابي متجدد) | ⚠️ هيمنة حجم أيام النزول على الصعود (نسبة 0.5x) - ضغط بيعي
139,4162,المنجم,تجزئة وتوزيع السلع الاستهلاكية,60.5,-4.1,40.2,8.9,👀 متابعة,1.9,6.2,0.8,0.0,0.0,0.0,💧 حجم أيام الصعود أعلى من النزول بنسبة 1.2x خلال 10 جلسات
140,3005,أسمنت أم القرى,المواد الأساسية,12.25,-3.1,37.8,8.9,👀 متابعة,0.0,6.2,2.9,5.0,0.0,5.3,🔊 تسارع نشاط التداول: متوسط 5 أيام أعلى من متوسط 20 يوماً بـ1.6x | 🔄 ارتداد من تشبع بيع: RSI عند 38 ويتجه للصعود | ⚠️ هيمنة حجم أيام النزول على الصعود (نسبة 0.5x) - ضغط بيعي
141,5110,السعودية للطاقة,المرافق العامة,16.43,-6.1,37.0,8.8,👀 متابعة,3.2,5.4,1.3,0.0,0.0,1.1,🔊 تسارع نشاط التداول: متوسط 5 أيام أعلى من متوسط 20 يوماً بـ1.4x | ⚠️ هيمنة حجم أيام النزول على الصعود (نسبة 0.7x) - ضغط بيعي
142,4300,دار الأركان,إدارة وتطوير العقارات,19.58,2.1,46.0,8.5,⚠️ تصريف/توزيع,1.8,1.8,5.0,0.0,10.0,10.0,🕯️ شمعة انعكاسية صعودية (ذيل سفلي طويل + إغلاق قوي) خلال آخر 3 جلسات | 📐 ترتيب صاعد للمتوسطات: السعر > متوسط 50 > متوسط 100 يوم | ⚠️ هيمنة حجم أيام النزول على الصعود (نسبة 0.3x) - ضغط بيعي
143,4339,دراية ريت,الصناديق العقارية المتداولة,5.28,0.2,46.4,8.5,⚠️ تصريف/توزيع,0.0,8.5,5.0,10.0,0.0,15.0,💧 حجم أيام الصعود أعلى من النزول بنسبة 1.5x خلال 10 جلسات | 🕯️ شمعة انعكاسية صعودية (ذيل سفلي طويل + إغلاق قوي) خلال آخر 3 جلسات | 👀 السهم يقترب من اختراق قمة 20 جلسة | ⚠️ تحذير تصريف: تدفق نقدي سلبي (CMF≈-0.40) رغم ارتفاع السعر مؤخراً
144,4012,الأصيل,السلع طويلة الأجل,3.49,-2.2,41.6,8.4,👀 متابعة,1.2,1.6,0.5,5.0,0.0,0.0,لا توجد إشارات
145,4002,المواساة,الرعاية الصحية,66.05,3.3,64.4,7.9,⚠️ تصريف/توزيع,2.9,0.0,5.0,5.0,5.0,10.0,🕯️ شمعة انعكاسية صعودية (ذيل سفلي طويل + إغلاق قوي) خلال آخر 3 جلسات | 📐 السعر أعلى من المتوسط المتحرك 50 يوم | ⚠️ هيمنة حجم أيام النزول على الصعود (نسبة 0.2x) - ضغط بيعي
146,2285,المطاحن العربية,إنتاج الأغذية,41.4,-2.7,29.0,7.7,⚠️ تصريف/توزيع,0.0,3.4,7.6,5.0,0.0,8.3,🔊 تسارع نشاط التداول: متوسط 5 أيام أعلى من متوسط 20 يوماً بـ1.2x | ⏳ تشبع بيع واضح: RSI عند 29 (بانتظار تأكيد الارتداد) | 🕯️ شمعة انعكاسية صعودية (ذيل سفلي طويل + إغلاق قوي) خلال آخر 3 جلسات | ⚠️ هيمنة حجم أيام النزول على الصعود (نسبة 0.4x) - ضغط بيعي
147,4348,الخبير ريت,الصناديق العقارية المتداولة,5.61,-2.1,38.1,7.6,👀 متابعة,4.2,0.1,1.1,5.0,0.0,2.8,⚠️ هيمنة حجم أيام النزول على الصعود (نسبة 0.6x) - ضغط بيعي
148,2290,ينساب,المواد الأساسية,33.06,9.1,53.1,7.2,⚠️ تصريف/توزيع,12.1,0.2,0.0,0.0,5.0,10.0,📦 تدفق نقدي إيجابي مستمر (CMF≈+0.11) يدل على تجميع | 📐 السعر أعلى من المتوسط المتحرك 50 يوم | ⚠️ هيمنة حجم أيام النزول على الصعود (نسبة 0.2x) - ضغط بيعي
149,1183,سهل,الخدمات المالية,14.52,-0.2,48.2,7.0,⚠️ تصريف/توزيع,1.0,16.0,0.0,5.0,0.0,15.0,💧 حجم أيام الصعود أعلى من النزول بنسبة 7.7x خلال 10 جلسات | 🔊 تسارع نشاط التداول: متوسط 5 أيام أعلى من متوسط 20 يوماً بـ1.3x | ⚠️ تحذير تصريف: تدفق نقدي سلبي (CMF≈-0.30) رغم ارتفاع السعر مؤخراً
150,2281,تنمية,إنتاج الأغذية,60.15,0.4,45.9,6.3,👀 متابعة,6.8,0.0,0.0,0.0,5.0,5.5,📈 مؤشر OBV في صعود مستمر خلال 20 جلسة مع تماسك سعري هادئ (تجميع بصمت) | 📐 السعر أعلى من المتوسط المتحرك 50 يوم | ⚠️ هيمنة حجم أيام النزول على الصعود (نسبة 0.5x) - ضغط بيعي
151,1202,مبكو,المواد الأساسية,18.28,3.8,51.3,6.2,👀 متابعة,6.9,0.0,0.0,0.0,5.0,5.7,📐 السعر أعلى من المتوسط المتحرك 50 يوم | ⚠️ هيمنة حجم أيام النزول على الصعود (نسبة 0.5x) - ضغط بيعي
152,4349,الإنماء ريت الفندقي,الصناديق العقارية المتداولة,7.48,-5.9,17.7,6.1,⚠️ تصريف/توزيع,0.0,4.6,9.0,0.0,0.0,7.6,🔊 تسارع نشاط التداول: متوسط 5 أيام أعلى من متوسط 20 يوماً بـ1.4x | ⏳ تشبع بيع واضح: RSI عند 18 (بانتظار تأكيد الارتداد) | 🕯️ شمعة انعكاسية صعودية (ذيل سفلي طويل + إغلاق قوي) خلال آخر 3 جلسات | ⚠️ هيمنة حجم أيام النزول على الصعود (نسبة 0.4x) - ضغط بيعي
153,4180,مجموعة فتيحي,السلع طويلة الأجل,2.38,-2.5,39.1,5.5,👀 متابعة,7.9,0.0,0.9,0.0,0.0,3.3,⚠️ هيمنة حجم أيام النزول على الصعود (نسبة 0.6x) - ضغط بيعي
154,4337,العزيزية ريت,الصناديق العقارية المتداولة,4.58,-2.6,38.8,5.1,⚠️ تصريف/توزيع,9.1,0.0,6.0,0.0,0.0,10.0,📦 تدفق نقدي إيجابي مستمر (CMF≈+0.08) يدل على تجميع | 🕯️ شمعة انعكاسية صعودية (ذيل سفلي طويل + إغلاق قوي) خلال آخر 3 جلسات | ⚠️ هيمنة حجم أيام النزول على الصعود (نسبة 0.3x) - ضغط بيعي
155,1111,مجموعة تداول,الخدمات المالية,128.6,7.4,53.5,5.1,👀 متابعة,0.0,0.0,0.0,5.0,5.0,4.9,📐 السعر أعلى من المتوسط المتحرك 50 يوم | ⚠️ هيمنة حجم أيام النزول على الصعود (نسبة 0.5x) - ضغط بيعي
156,7030,زين السعودية,الاتصالات,10.24,-0.8,43.9,5.0,👀 متابعة,4.3,0.9,0.4,0.0,0.0,0.5,⚠️ هيمنة حجم أيام النزول على الصعود (نسبة 0.7x) - ضغط بيعي
157,2310,سبكيم العالمية,المواد الأساسية,13.1,-0.8,42.5,4.6,👀 متابعة,4.5,2.4,0.4,0.0,0.0,2.7,⚠️ هيمنة حجم أيام النزول على الصعود (نسبة 0.6x) - ضغط بيعي
158,6001,حلواني إخوان,إنتاج الأغذية,31.3,1.6,41.6,4.5,👀 متابعة,7.0,0.0,0.5,0.0,0.0,3.0,⚠️ هيمنة حجم أيام النزول على الصعود (نسبة 0.6x) - ضغط بيعي
159,1833,الموارد,الخدمات التجارية والمهنية,101.0,-5.3,36.6,4.4,👀 متابعة,1.5,0.0,6.3,0.0,0.0,3.4,🕯️ شمعة انعكاسية صعودية (ذيل سفلي طويل + إغلاق قوي) خلال آخر 3 جلسات | ⚠️ هيمنة حجم أيام النزول على الصعود (نسبة 0.6x) - ضغط بيعي
160,1211,معادن,المواد الأساسية,66.7,2.8,56.3,4.0,⚠️ تصريف/توزيع,6.5,0.0,0.0,0.0,5.0,7.6,📐 السعر أعلى من المتوسط المتحرك 50 يوم | ⚠️ هيمنة حجم أيام النزول على الصعود (نسبة 0.4x) - ضغط بيعي
161,4005,رعاية,الرعاية الصحية,118.9,-4.1,44.3,3.7,⚠️ تصريف/توزيع,0.0,0.0,0.1,0.0,10.0,6.4,📐 ترتيب صاعد للمتوسطات: السعر > متوسط 50 > متوسط 100 يوم | ⚠️ هيمنة حجم أيام النزول على الصعود (نسبة 0.4x) - ضغط بيعي
162,4164,النهدي,تجزئة وتوزيع السلع الاستهلاكية,92.9,-3.5,45.7,3.7,👀 متابعة,0.0,3.7,0.0,0.0,0.0,0.0,لا توجد إشارات
163,7040,قو للاتصالات,الاتصالات,84.8,-2.0,38.9,3.5,👀 متابعة,0.2,0.0,6.0,0.0,0.0,2.7,🕯️ شمعة انعكاسية صعودية (ذيل سفلي طويل + إغلاق قوي) خلال آخر 3 جلسات | ⚠️ هيمنة حجم أيام النزول على الصعود (نسبة 0.6x) - ضغط بيعي
164,4083,تسهيل,الخدمات المالية,29.88,6.5,45.1,3.1,👀 متابعة,2.1,1.0,0.0,0.0,0.0,0.0,⚠️ هيمنة حجم أيام النزول على الصعود (نسبة 0.7x) - ضغط بيعي
165,1212,أسترا الصناعية,السلع الرأسمالية,134.1,-3.0,45.4,3.1,⚠️ تصريف/توزيع,0.5,0.6,5.0,0.0,5.0,8.0,🕯️ شمعة انعكاسية صعودية (ذيل سفلي طويل + إغلاق قوي) خلال آخر 3 جلسات | 📐 السعر أعلى من المتوسط المتحرك 50 يوم | ⚠️ هيمنة حجم أيام النزول على الصعود (نسبة 0.4x) - ضغط بيعي
166,4336,ملكية ريت,الصناديق العقارية المتداولة,4.51,-1.1,48.3,2.7,⚠️ تصريف/توزيع,0.0,6.4,0.0,5.0,0.0,8.7,⚠️ تحذير تصريف: تدفق نقدي سلبي (CMF≈-0.11) رغم ارتفاع السعر مؤخراً
167,4051,باعظيم,تجزئة السلع الكمالية,5.52,-0.4,50.2,2.6,👀 متابعة,0.6,2.0,0.0,0.0,0.0,0.0,لا توجد إشارات
168,2081,الخريف,المرافق العامة,96.95,-2.8,29.4,2.5,⚠️ تصريف/توزيع,0.0,0.0,7.5,5.0,0.0,10.0,⏳ تشبع بيع واضح: RSI عند 29 (بانتظار تأكيد الارتداد) | 🕯️ شمعة انعكاسية صعودية (ذيل سفلي طويل + إغلاق قوي) خلال آخر 3 جلسات | ⚠️ هيمنة حجم أيام النزول على الصعود (نسبة 0.1x) - ضغط بيعي
169,2210,نما للكيماويات,المواد الأساسية,18.74,0.0,29.1,2.5,⚠️ تصريف/توزيع,0.0,0.0,2.5,10.0,0.0,10.0,⏳ تشبع بيع واضح: RSI عند 29 (بانتظار تأكيد الارتداد) | 👀 السهم يقترب من اختراق قمة 20 جلسة | ⚠️ هيمنة حجم أيام النزول على الصعود (نسبة 0.0x) - ضغط بيعي
170,2060,التصنيع,المواد الأساسية,9.14,6.0,49.7,2.3,👀 متابعة,2.0,0.9,0.0,0.0,5.0,5.6,📐 السعر أعلى من المتوسط المتحرك 50 يوم | ⚠️ هيمنة حجم أيام النزول على الصعود (نسبة 0.5x) - ضغط بيعي
171,4130,درب السعودية,الخدمات المالية,2.19,-2.2,46.1,2.3,⚠️ تصريف/توزيع,5.3,12.0,0.0,0.0,0.0,15.0,📈 مؤشر OBV في صعود مستمر خلال 20 جلسة مع تماسك سعري هادئ (تجميع بصمت) | 💧 حجم أيام الصعود أعلى من النزول بنسبة 5.0x خلال 10 جلسات | ⚠️ تحذير تصريف: تدفق نقدي سلبي (CMF≈-0.31) رغم ارتفاع السعر مؤخراً
172,4190,جرير,تجزئة السلع الكمالية,16.36,-5.7,38.6,1.9,⚠️ تصريف/توزيع,4.3,3.4,1.0,0.0,0.0,6.9,🔊 تسارع نشاط التداول: متوسط 5 أيام أعلى من متوسط 20 يوماً بـ1.2x | ⚠️ هيمنة حجم أيام النزول على الصعود (نسبة 0.4x) - ضغط بيعي
173,3092,أسمنت الرياض,المواد الأساسية,23.5,4.1,67.7,1.9,⚠️ تصريف/توزيع,0.7,3.3,0.0,12.0,5.0,19.1,🔊 تسارع نشاط التداول: متوسط 5 أيام أعلى من متوسط 20 يوماً بـ1.2x | 🚀 اختراق فني: إغلاق فوق أعلى قمة لـ20 جلسة بحجم 0.6x المتوسط | 📐 السعر أعلى من المتوسط المتحرك 50 يوم | ⚠️ تحذير تصريف: تدفق نقدي سلبي (CMF≈-0.23) رغم ارتفاع السعر مؤخراً | ⚠️ هيمنة حجم أيام النزول على الصعود (نسبة 0.5x) - ضغط بيعي
174,2330,المتقدمة,المواد الأساسية,23.64,-2.6,44.5,1.8,⚠️ تصريف/توزيع,1.6,0.0,5.2,0.0,5.0,10.0,🕯️ شمعة انعكاسية صعودية (ذيل سفلي طويل + إغلاق قوي) خلال آخر 3 جلسات | 📐 السعر أعلى من المتوسط المتحرك 50 يوم | ⚠️ هيمنة حجم أيام النزول على الصعود (نسبة 0.3x) - ضغط بيعي
175,4264,ناس,النقل,48.82,-0.0,38.4,1.6,⚠️ تصريف/توزيع,3.5,0.0,1.1,5.0,0.0,8.0,⚠️ هيمنة حجم أيام النزول على الصعود (نسبة 0.4x) - ضغط بيعي
176,1323,يو سي آي سي,المواد الأساسية,27.04,-1.3,46.9,1.4,⚠️ تصريف/توزيع,0.0,0.0,0.0,0.0,10.0,8.6,📐 ترتيب صاعد للمتوسطات: السعر > متوسط 50 > متوسط 100 يوم | ⚠️ هيمنة حجم أيام النزول على الصعود (نسبة 0.4x) - ضغط بيعي
177,3008,الكثيري,المواد الأساسية,1.2,-13.0,37.7,0.8,⚠️ تصريف/توزيع,0.0,7.8,2.9,5.0,0.0,14.9,💧 حجم أيام الصعود أعلى من النزول بنسبة 1.4x خلال 10 جلسات | 🔄 ارتداد من تشبع بيع: RSI عند 38 ويتجه للصعود | ⚠️ تحذير تصريف: تدفق نقدي سلبي (CMF≈-0.20) رغم ارتفاع السعر مؤخراً
178,2010,سابك,المواد الأساسية,49.58,-2.8,42.7,0.4,⚠️ تصريف/توزيع,0.0,0.6,0.9,5.0,0.0,6.1,⚠️ هيمنة حجم أيام النزول على الصعود (نسبة 0.5x) - ضغط بيعي
179,2084,مياهنا,المرافق العامة,11.15,-4.0,33.9,0.1,⚠️ تصريف/توزيع,0.0,0.0,1.8,5.0,0.0,6.6,⚠️ هيمنة حجم أيام النزول على الصعود (نسبة 0.4x) - ضغط بيعي
180,4170,شمس,الخدمات الاستهلاكية,14.1,0.6,32.0,0.1,⚠️ تصريف/توزيع,1.0,0.0,2.1,5.0,0.0,8.0,⚠️ هيمنة حجم أيام النزول على الصعود (نسبة 0.4x) - ضغط بيعي
181,3007,الواحة,المواد الأساسية,2.68,-7.3,35.7,0.1,⚠️ تصريف/توزيع,0.0,3.6,6.5,0.0,0.0,10.0,🔊 تسارع نشاط التداول: متوسط 5 أيام أعلى من متوسط 20 يوماً بـ1.3x | 🕯️ شمعة انعكاسية صعودية (ذيل سفلي طويل + إغلاق قوي) خلال آخر 3 جلسات | ⚠️ هيمنة حجم أيام النزول على الصعود (نسبة 0.1x) - ضغط بيعي
182,3003,أسمنت المدينة,المواد الأساسية,10.29,-1.3,49.5,0.0,⚠️ تصريف/توزيع,0.2,1.6,0.0,5.0,0.0,9.3,⚠️ تحذير تصريف: تدفق نقدي سلبي (CMF≈-0.11) رغم ارتفاع السعر مؤخراً
183,2382,أديس,الطاقة,17.53,-3.6,38.7,0.0,⚠️ تصريف/توزيع,0.0,0.0,1.0,0.0,0.0,9.9,⚠️ هيمنة حجم أيام النزول على الصعود (نسبة 0.3x) - ضغط بيعي
184,2340,ارتيكس,السلع طويلة الأجل,11.06,-6.7,35.9,0.0,👀 متابعة,0.0,0.0,1.5,0.0,0.0,5.0,⚠️ هيمنة حجم أيام النزول على الصعود (نسبة 0.5x) - ضغط بيعي
185,2222,أرامكو السعودية,الطاقة,26.06,-2.1,41.0,0.0,⚠️ تصريف/توزيع,0.0,0.7,1.6,0.0,0.0,6.2,⚠️ هيمنة حجم أيام النزول على الصعود (نسبة 0.5x) - ضغط بيعي
186,2040,الخزف السعودي,السلع الرأسمالية,24.98,1.1,45.0,0.0,⚠️ تصريف/توزيع,0.7,0.0,0.0,0.0,0.0,8.5,⚠️ هيمنة حجم أيام النزول على الصعود (نسبة 0.4x) - ضغط بيعي
187,1832,صدر,الخدمات التجارية والمهنية,2.46,-3.1,35.4,0.0,⚠️ تصريف/توزيع,0.0,0.0,1.5,0.0,0.0,10.0,⚠️ هيمنة حجم أيام النزول على الصعود (نسبة 0.3x) - ضغط بيعي
188,2090,جبسكو,المواد الأساسية,12.7,-8.5,27.2,0.0,⚠️ تصريف/توزيع,0.9,5.0,2.9,0.0,0.0,10.0,🔊 تسارع نشاط التداول: متوسط 5 أيام أعلى من متوسط 20 يوماً بـ1.4x | ⏳ تشبع بيع واضح: RSI عند 27 (بانتظار تأكيد الارتداد) | ⚠️ هيمنة حجم أيام النزول على الصعود (نسبة 0.1x) - ضغط بيعي
189,2160,أميانتيت,السلع الرأسمالية,12.79,5.9,45.9,0.0,⚠️ تصريف/توزيع,0.0,0.0,0.0,0.0,0.0,10.0,⚠️ هيمنة حجم أيام النزول على الصعود (نسبة 0.2x) - ضغط بيعي
190,4140,صادرات,السلع الرأسمالية,2.24,-4.7,35.3,0.0,⚠️ تصريف/توزيع,0.0,0.0,6.6,0.0,0.0,10.0,🕯️ شمعة انعكاسية صعودية (ذيل سفلي طويل + إغلاق قوي) خلال آخر 3 جلسات | ⚠️ هيمنة حجم أيام النزول على الصعود (نسبة 0.2x) - ضغط بيعي
191,4141,العمران,السلع الرأسمالية,20.27,-1.6,52.2,0.0,⚠️ تصريف/توزيع,0.5,5.5,0.0,5.0,0.0,11.5,⚠️ تحذير تصريف: تدفق نقدي سلبي (CMF≈-0.15) رغم ارتفاع السعر مؤخراً
192,4110,باتك,السلع الرأسمالية,1.98,-2.9,31.6,0.0,⚠️ تصريف/توزيع,0.0,0.5,7.1,0.0,0.0,10.0,🕯️ شمعة انعكاسية صعودية (ذيل سفلي طويل + إغلاق قوي) خلال آخر 3 جلسات | ⚠️ هيمنة حجم أيام النزول على الصعود (نسبة 0.2x) - ضغط بيعي
193,4006,أسواق المزرعة,تجزئة وتوزيع السلع الاستهلاكية,12.03,-3.7,35.6,0.0,⚠️ تصريف/توزيع,0.0,1.7,1.5,0.0,0.0,9.4,⚠️ هيمنة حجم أيام النزول على الصعود (نسبة 0.3x) - ضغط بيعي
194,4011,لازوردي,السلع طويلة الأجل,10.51,-4.2,40.4,0.0,👀 متابعة,0.0,0.3,1.8,0.0,0.0,2.4,⚠️ هيمنة حجم أيام النزول على الصعود (نسبة 0.6x) - ضغط بيعي
195,4008,ساكو,تجزئة السلع الكمالية,20.23,-4.6,33.5,0.0,⚠️ تصريف/توزيع,3.1,0.8,1.8,0.0,0.0,10.0,📈 مؤشر OBV في صعود مستمر خلال 20 جلسة | ⚠️ هيمنة حجم أيام النزول على الصعود (نسبة 0.1x) - ضغط بيعي
196,4015,جمجوم فارما,الأدوية,137.1,-3.0,41.8,0.0,⚠️ تصريف/توزيع,0.0,3.0,1.3,0.0,0.0,10.0,⚠️ هيمنة حجم أيام النزول على الصعود (نسبة 0.3x) - ضغط بيعي
197,4020,العقارية,إدارة وتطوير العقارات,15.21,-2.5,38.0,0.0,⚠️ تصريف/توزيع,0.0,0.0,2.8,0.0,0.0,8.4,🔄 ارتداد من تشبع بيع: RSI عند 38 ويتجه للصعود | ⚠️ هيمنة حجم أيام النزول على الصعود (نسبة 0.4x) - ضغط بيعي
198,4001,أسواق ع العثيم,تجزئة وتوزيع السلع الاستهلاكية,4.96,-3.5,38.8,0.0,⚠️ تصريف/توزيع,0.0,2.3,1.0,5.0,0.0,15.0,⚠️ تحذير تصريف: تدفق نقدي سلبي (CMF≈-0.68) رغم ارتفاع السعر مؤخراً
199,4320,الأندلس,إدارة وتطوير العقارات,14.54,-1.0,42.1,0.0,⚠️ تصريف/توزيع,0.0,0.0,5.5,0.0,0.0,7.4,🕯️ شمعة انعكاسية صعودية (ذيل سفلي طويل + إغلاق قوي) خلال آخر 3 جلسات | ⚠️ هيمنة حجم أيام النزول على الصعود (نسبة 0.4x) - ضغط بيعي
200,4342,جدوى ريت السعودية,الصناديق العقارية المتداولة,9.3,-6.9,25.3,0.0,⚠️ تصريف/توزيع,0.0,0.0,3.1,0.0,0.0,9.0,⏳ تشبع بيع واضح: RSI عند 25 (بانتظار تأكيد الارتداد) | ⚠️ هيمنة حجم أيام النزول على الصعود (نسبة 0.3x) - ضغط بيعي
201,4325,مسار,إدارة وتطوير العقارات,17.08,-3.3,40.8,0.0,⚠️ تصريف/توزيع,2.7,0.0,5.7,0.0,0.0,10.0,🕯️ شمعة انعكاسية صعودية (ذيل سفلي طويل + إغلاق قوي) خلال آخر 3 جلسات | ⚠️ هيمنة حجم أيام النزول على الصعود (نسبة 0.3x) - ضغط بيعي
202,4263,سال,النقل,167.8,-3.0,44.8,0.0,⚠️ تصريف/توزيع,0.0,0.0,0.0,5.0,0.0,10.0,⚠️ هيمنة حجم أيام النزول على الصعود (نسبة 0.2x) - ضغط بيعي
203,4290,الخليج للتدريب,الخدمات الاستهلاكية,14.13,-0.4,43.6,0.0,⚠️ تصريف/توزيع,7.0,0.0,0.2,0.0,0.0,10.0,📈 مؤشر OBV في صعود مستمر خلال 20 جلسة مع تماسك سعري هادئ (تجميع بصمت) | ⚠️ هيمنة حجم أيام النزول على الصعود (نسبة 0.2x) - ضغط بيعي
